applicant_id,edad,genero,provincia,region,zona,tipo_beca,nivel_estudio,ingreso_hogar_mensual_dop,miembros_hogar,promedio_academico,score_documental,horas_voluntariado,puntaje_ingles,costo_anual_programa_dop,primera_generacion_universitaria,discapacidad,adjudicada
RD-002136,24,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,52508.11,1,87.1,100.0,54.5,53.86,272802.38,1,0,1
RD-002137,17,masculino,Santiago,Cibao Norte,urbana,nacional,grado,44629.57,5,81.04,96.83,63.6,50.39,226818.99,0,0,1
RD-002138,17,masculino,La Romana,Yuma,urbana,nacional,grado,55469.06,2,79.91,69.79,105.6,27.78,251961.81,0,0,1
RD-002139,24,femenino,La Romana,Yuma,urbana,nacional,grado,20256.76,4,100.0,97.31,52.2,40.44,171538.84,0,0,1
RD-002140,40,femenino,La Altagracia,Yuma,urbana,internacional,maestria,59158.53,1,79.55,99.15,94.1,95.31,1551630.85,0,0,1
RD-002141,22,femenino,Peravia,Valdesia,rural,nacional,grado,74208.26,7,73.67,76.51,126.5,46.96,153670.96,1,0,1
RD-002142,17,masculino,La Vega,Cibao Sur,urbana,nacional,grado,50338.39,3,70.89,78.54,37.9,37.65,279576.13,1,0,1
RD-002143,19,masculino,La Romana,Yuma,rural,nacional,grado,58727.81,5,81.17,77.39,134.1,46.27,235928.12,0,0,1
RD-002144,36,masculino,La Altagracia,Yuma,urbana,internacional,maestria,39717.39,4,91.52,70.26,121.0,80.5,1389327.5,0,0,1
RD-002145,18,femenino,Santiago,Cibao Norte,urbana,nacional,grado,68887.7,5,79.39,71.45,71.2,65.25,303017.08,0,0,0
RD-002146,44,masculino,San Juan,El Valle,urbana,internacional,maestria,43734.21,4,95.82,93.83,40.0,63.44,988891.94,1,0,1
RD-002147,44,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,22440.72,1,83.94,83.25,70.6,74.93,1553426.59,1,1,1
RD-002148,24,femenino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,66245.24,6,92.88,71.35,49.0,71.07,137020.59,0,0,1
RD-002149,40,femenino,La Romana,Yuma,urbana,internacional,maestria,17175.16,5,77.94,66.89,24.3,70.28,1403821.54,0,0,0
RD-002150,22,femenino,Distrito Nacional,Ozama,rural,nacional,grado,49292.58,2,78.06,68.9,84.0,45.32,241465.76,1,0,1
RD-002151,21,femenino,San Cristobal,Valdesia,urbana,nacional,grado,34155.45,1,84.73,76.03,13.9,50.08,222579.24,1,0,1
RD-002152,20,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,32975.85,7,87.86,88.96,44.8,61.01,336686.52,1,0,1
RD-002153,17,masculino,La Romana,Yuma,urbana,nacional,grado,46378.62,3,82.57,67.68,45.4,68.12,215058.13,0,0,0
RD-002154,24,masculino,La Romana,Yuma,urbana,nacional,maestria,28563.69,7,86.34,88.82,0.0,29.22,277720.84,1,0,0
RD-002155,19,masculino,Monsenor Nouel,Cibao Sur,rural,nacional,grado,55922.01,6,88.71,80.36,89.6,53.06,255225.19,0,0,1
RD-002156,33,masculino,Azua,Valdesia,urbana,nacional,maestria,43531.42,7,72.64,79.71,49.7,51.53,548227.54,0,0,0
RD-002157,28,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,30046.11,5,81.27,90.31,118.4,43.44,227242.2,0,0,0
RD-002158,20,masculino,Santo Domingo,Ozama,urbana,nacional,grado,88079.82,2,79.85,88.12,49.0,43.36,328997.58,0,0,0
RD-002159,22,femenino,La Vega,Cibao Sur,urbana,nacional,grado,47222.72,1,80.24,61.15,41.7,67.82,216187.54,0,0,1
RD-002160,19,otro,Distrito Nacional,Ozama,urbana,nacional,grado,59691.24,2,87.26,64.99,19.3,60.02,282754.04,0,0,0
RD-002161,42,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,91961.36,4,79.96,75.25,61.8,92.01,1442123.83,1,0,0
RD-002162,28,femenino,Santo Domingo,Ozama,rural,internacional,maestria,91135.09,5,67.96,82.27,62.0,73.32,606079.41,1,0,0
RD-002163,23,masculino,Santiago,Cibao Norte,urbana,nacional,grado,58039.67,7,82.11,94.37,93.4,54.06,230910.52,1,0,1
RD-002164,24,femenino,La Vega,Cibao Sur,urbana,nacional,grado,35722.57,1,75.48,78.78,63.0,56.65,287832.5,1,0,1
RD-002165,20,femenino,Azua,Valdesia,urbana,nacional,grado,19219.16,5,87.97,98.44,154.2,65.44,168180.42,0,0,1
RD-002166,38,femenino,Santo Domingo,Ozama,urbana,internacional,maestria,47272.31,1,90.45,69.52,80.5,80.76,1636523.26,1,0,0
RD-002167,24,masculino,Peravia,Valdesia,urbana,nacional,grado,77035.48,4,66.6,71.55,15.6,53.4,80000.0,1,0,0
RD-002168,33,masculino,La Vega,Cibao Sur,rural,internacional,doctorado,51270.62,1,77.81,74.33,11.8,77.94,1494590.64,1,1,0
RD-002169,18,femenino,Santiago,Cibao Norte,urbana,nacional,grado,12000.0,3,86.83,68.19,84.1,41.34,178345.69,0,0,1
RD-002170,20,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,68086.5,5,72.73,91.91,14.2,54.14,448572.14,0,0,1
RD-002171,24,masculino,La Vega,Cibao Sur,urbana,nacional,maestria,70426.47,6,90.26,44.76,86.8,68.84,195129.5,1,0,1
RD-002172,21,femenino,Santo Domingo,Ozama,urbana,nacional,grado,35750.8,6,92.39,71.96,100.3,30.3,358408.16,1,0,1
RD-002173,26,femenino,Puerto Plata,Cibao Norte,urbana,internacional,doctorado,72663.82,4,82.7,91.78,101.4,77.03,1911743.05,0,0,0
RD-002174,22,femenino,Santo Domingo,Ozama,urbana,nacional,grado,59598.22,2,77.81,74.25,20.9,63.36,216628.9,0,0,0
RD-002175,20,masculino,Santiago,Cibao Norte,rural,nacional,grado,28939.75,7,65.52,90.87,101.5,32.6,170010.19,0,0,0
RD-002176,33,femenino,Duarte,Cibao Nordeste,urbana,nacional,maestria,84898.83,7,90.51,100.0,74.5,35.12,227204.33,1,0,1
RD-002177,21,femenino,La Vega,Cibao Sur,urbana,nacional,grado,21012.81,7,100.0,78.96,32.6,69.05,347815.29,0,0,1
RD-002178,22,femenino,La Altagracia,Yuma,urbana,nacional,grado,40884.87,6,98.37,92.03,52.8,48.68,457121.27,1,0,1
RD-002179,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,38702.08,6,82.44,100.0,81.2,47.53,122690.81,0,0,1
RD-002180,21,femenino,Barahona,Enriquillo,urbana,nacional,grado,26796.03,1,75.26,82.83,29.7,72.52,241356.38,0,0,1
RD-002181,21,masculino,La Romana,Yuma,urbana,nacional,grado,49865.6,5,90.7,77.42,73.6,36.06,182570.4,0,0,1
RD-002182,20,masculino,Barahona,Enriquillo,rural,nacional,grado,86742.82,3,82.99,88.83,125.1,33.04,205636.63,0,0,1
RD-002183,26,femenino,La Altagracia,Yuma,urbana,nacional,grado,83805.84,2,87.83,92.21,103.4,76.44,402152.04,0,0,1
RD-002184,19,femenino,Santo Domingo,Ozama,urbana,nacional,grado,62819.15,1,86.42,77.53,63.7,55.5,166890.69,1,0,1
RD-002185,25,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,16601.41,2,84.74,72.19,70.5,62.2,87296.99,0,0,1
RD-002186,42,otro,Santo Domingo,Ozama,urbana,internacional,maestria,20236.16,7,92.23,98.61,35.8,80.61,1618847.08,0,0,1
RD-002187,22,masculino,La Altagracia,Yuma,urbana,nacional,grado,46230.41,7,92.53,74.75,37.1,50.4,276060.09,1,0,0
RD-002188,20,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,41405.57,6,79.82,92.32,0.0,41.44,199997.83,0,0,1
RD-002189,23,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,32082.18,1,76.62,81.15,71.3,67.64,1273001.34,0,0,1
RD-002190,25,otro,San Juan,El Valle,rural,nacional,grado,120322.12,5,64.01,99.92,90.7,64.47,255232.22,1,0,0
RD-002191,18,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,44722.1,1,81.23,67.81,56.8,54.94,111759.16,0,1,0
RD-002192,25,femenino,Duarte,Cibao Nordeste,urbana,nacional,maestria,56858.84,5,75.25,67.79,20.5,67.91,280067.87,0,0,1
RD-002193,24,masculino,San Pedro de Macoris,Higuamo,rural,nacional,grado,72645.13,1,87.35,88.25,63.0,61.94,206967.19,0,0,0
RD-002194,39,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,43487.43,2,81.31,64.44,120.4,36.27,371765.55,0,0,0
RD-002195,32,masculino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,175445.58,1,82.18,79.4,100.4,94.94,1041831.11,0,0,1
RD-002196,27,masculino,La Altagracia,Yuma,urbana,internacional,maestria,25154.58,7,90.5,96.58,58.7,70.77,1244992.71,1,0,1
RD-002197,18,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,30232.13,4,87.18,56.58,152.1,63.3,218178.7,0,0,1
RD-002198,26,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,25120.66,7,83.07,82.83,181.4,58.92,80000.0,1,0,1
RD-002199,40,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,99654.26,1,97.49,92.54,38.4,91.15,1293509.93,1,0,1
RD-002200,21,masculino,San Cristobal,Valdesia,urbana,nacional,grado,65587.95,6,89.91,77.69,48.9,67.2,220691.58,0,0,1
RD-002201,25,femenino,Distrito Nacional,Ozama,rural,nacional,grado,31279.44,4,80.67,66.87,91.2,24.01,244884.64,0,0,1
RD-002202,26,femenino,San Juan,El Valle,urbana,nacional,maestria,26235.48,4,81.03,74.85,18.9,42.95,221921.71,0,1,1
RD-002203,18,masculino,Peravia,Valdesia,urbana,nacional,grado,90372.0,7,90.31,67.94,98.2,44.23,375689.33,0,0,0
RD-002204,25,otro,Santo Domingo,Ozama,urbana,nacional,grado,51478.95,1,85.62,78.83,64.6,55.78,214451.78,1,0,1
RD-002205,23,masculino,Santiago,Cibao Norte,urbana,nacional,grado,91649.78,7,75.03,74.68,76.7,60.29,159828.88,0,0,1
RD-002206,23,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,40819.61,1,91.16,71.84,34.1,51.98,81852.29,0,0,1
RD-002207,17,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,55901.38,3,94.06,83.59,24.6,32.28,197637.52,0,0,1
RD-002208,37,femenino,La Vega,Cibao Sur,urbana,internacional,maestria,49767.89,1,93.45,96.95,0.0,67.01,1248362.57,1,0,0
RD-002209,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,29933.66,4,96.34,81.93,126.8,53.92,116697.38,0,0,1
RD-002210,44,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,38976.75,5,100.0,94.12,102.4,29.97,210383.44,0,0,1
RD-002211,22,masculino,Monte Cristi,Cibao Noroeste,urbana,nacional,grado,21996.38,5,97.84,96.95,90.3,47.57,348137.2,0,0,1
RD-002212,40,masculino,La Vega,Cibao Sur,urbana,nacional,maestria,55368.09,6,86.73,70.96,75.7,57.61,328827.25,1,0,1
RD-002213,39,masculino,Azua,Valdesia,urbana,internacional,maestria,64131.24,6,82.33,81.3,0.0,84.74,1081914.67,0,0,0
RD-002214,36,femenino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,72735.78,7,69.36,72.9,26.2,88.28,1991015.88,0,0,0
RD-002215,24,masculino,San Juan,El Valle,rural,nacional,grado,60876.33,4,84.09,60.21,48.5,63.85,280198.22,1,0,1
RD-002216,19,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,39319.84,2,88.15,82.27,11.3,35.85,295545.65,1,0,1
RD-002217,22,femenino,Distrito Nacional,Ozama,urbana,nacional,maestria,99070.19,2,84.35,65.37,0.0,32.94,392347.98,0,0,0
RD-002218,17,masculino,San Juan,El Valle,urbana,nacional,grado,68924.69,2,68.89,83.81,16.0,33.83,128880.66,1,1,0
RD-002219,20,femenino,San Juan,El Valle,urbana,nacional,grado,90553.89,5,81.71,59.33,62.2,61.08,155846.66,0,0,0
RD-002220,17,masculino,Santiago,Cibao Norte,urbana,nacional,grado,93733.2,1,89.16,80.05,62.2,53.95,177052.35,1,0,0
RD-002221,18,femenino,Santiago,Cibao Norte,rural,nacional,grado,39376.33,7,75.79,59.15,100.8,47.28,274803.89,1,0,1
RD-002222,26,femenino,La Vega,Cibao Sur,urbana,nacional,grado,52225.89,7,85.33,86.09,152.8,58.87,80000.0,0,0,1
RD-002223,25,femenino,La Vega,Cibao Sur,rural,nacional,grado,64602.66,2,87.45,73.28,90.9,52.61,218276.72,0,0,0
RD-002224,41,femenino,Santo Domingo,Ozama,rural,nacional,maestria,22425.9,6,92.94,72.12,52.1,53.66,80000.0,0,0,1
RD-002225,24,femenino,Peravia,Valdesia,urbana,nacional,grado,22701.01,5,97.7,91.52,141.0,47.45,239778.93,0,0,1
RD-002226,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,20648.1,4,80.98,74.14,0.0,36.59,436657.51,0,0,1
RD-002227,23,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,39757.15,6,85.47,79.33,0.0,77.37,325595.34,1,0,1
RD-002228,26,femenino,Distrito Nacional,Ozama,rural,nacional,grado,35125.25,5,85.72,75.62,20.1,73.01,123508.07,0,0,1
RD-002229,37,masculino,Distrito Nacional,Ozama,rural,nacional,maestria,19156.19,3,89.19,84.09,96.5,75.85,200229.71,0,0,1
RD-002230,20,masculino,San Cristobal,Valdesia,urbana,nacional,grado,45804.93,4,88.3,90.52,67.6,43.91,155470.64,0,1,1
RD-002231,44,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,40031.01,1,95.4,88.03,9.2,100.0,1553905.64,0,0,1
RD-002232,35,masculino,San Cristobal,Valdesia,urbana,internacional,doctorado,80840.4,2,65.35,72.4,27.3,73.02,1975202.75,0,0,0
RD-002233,25,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,127661.63,7,87.34,92.51,4.1,68.11,198273.03,1,0,0
RD-002234,24,femenino,San Juan,El Valle,urbana,nacional,grado,54233.15,2,87.9,67.0,4.1,52.0,173827.25,0,0,1
RD-002235,42,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,maestria,28763.23,5,82.12,69.09,129.8,43.85,128545.42,0,0,0
RD-002236,21,femenino,Azua,Valdesia,rural,nacional,grado,60216.3,3,65.89,76.47,53.5,57.46,397560.92,0,0,0
RD-002237,36,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,42409.03,4,83.51,90.56,139.6,40.95,91213.24,0,0,1
RD-002238,24,femenino,Santiago,Cibao Norte,urbana,nacional,grado,36972.55,2,78.32,63.96,19.9,31.67,126543.37,0,0,1
RD-002239,25,masculino,Santiago,Cibao Norte,urbana,nacional,grado,26268.33,4,97.42,88.7,82.1,53.94,391575.63,0,0,1
RD-002240,26,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,32685.24,4,87.0,77.34,70.2,44.26,230538.98,0,0,1
RD-002241,20,femenino,Santo Domingo,Ozama,urbana,nacional,grado,38262.09,5,77.64,72.8,99.6,51.79,223326.59,0,0,0
RD-002242,28,femenino,Distrito Nacional,Ozama,rural,nacional,maestria,65660.51,3,67.58,91.17,71.5,11.73,180592.24,0,0,0
RD-002243,28,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,55885.71,5,88.72,68.37,104.3,38.62,239792.65,1,0,1
RD-002244,17,femenino,Santo Domingo,Ozama,rural,nacional,grado,115158.75,6,89.57,100.0,84.9,51.32,199229.69,1,0,1
RD-002245,39,masculino,Santiago,Cibao Norte,urbana,nacional,maestria,61137.82,6,82.27,75.88,10.9,29.25,170211.51,0,0,1
RD-002246,25,masculino,Santo Domingo,Ozama,urbana,nacional,grado,53282.45,4,88.83,79.8,93.0,29.76,106865.3,0,0,1
RD-002247,26,femenino,Santo Domingo,Ozama,urbana,nacional,grado,35652.46,3,81.21,96.51,55.4,52.58,243823.79,0,0,0
RD-002248,21,masculino,San Cristobal,Valdesia,urbana,nacional,grado,23846.56,4,92.54,80.11,25.0,62.52,183280.41,0,0,1
RD-002249,22,masculino,Santiago,Cibao Norte,urbana,nacional,grado,30839.72,4,91.94,92.27,91.2,38.62,195432.99,0,0,1
RD-002250,22,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,28712.53,7,70.89,54.56,101.5,100.0,1334753.29,1,0,0
RD-002251,18,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,12000.0,3,72.84,72.69,38.2,48.41,191956.94,0,0,0
RD-002252,19,masculino,La Romana,Yuma,urbana,nacional,grado,24227.72,3,100.0,82.76,44.2,28.57,229559.43,0,1,0
RD-002253,19,masculino,Santiago,Cibao Norte,urbana,nacional,grado,101845.82,6,91.46,90.98,0.0,69.76,399001.02,0,0,0
RD-002254,29,masculino,Duarte,Cibao Nordeste,rural,internacional,maestria,51675.04,5,73.9,87.24,0.0,80.75,1161428.42,0,0,1
RD-002255,33,femenino,San Juan,El Valle,urbana,internacional,maestria,34300.39,3,71.44,86.11,49.1,64.38,2059151.41,0,0,0
RD-002256,44,masculino,Puerto Plata,Cibao Norte,rural,internacional,maestria,52531.27,1,85.66,90.73,95.6,74.36,1136122.41,1,1,1
RD-002257,18,masculino,Peravia,Valdesia,urbana,nacional,grado,14409.28,5,74.86,83.7,34.2,28.6,227400.7,0,0,1
RD-002258,26,femenino,La Romana,Yuma,urbana,nacional,grado,49274.09,6,81.47,52.28,124.3,65.8,314832.82,1,0,0
RD-002259,25,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,85188.42,7,83.62,95.31,50.8,67.76,183940.04,1,0,1
RD-002260,21,femenino,La Vega,Cibao Sur,rural,nacional,grado,39473.55,4,83.28,67.95,51.0,54.11,235885.59,0,0,0
RD-002261,19,femenino,San Cristobal,Valdesia,rural,nacional,grado,15921.18,4,93.01,81.76,47.0,58.93,181519.56,0,0,1
RD-002262,26,masculino,Barahona,Enriquillo,rural,nacional,grado,33601.73,2,98.68,80.17,104.2,47.11,201265.12,0,0,1
RD-002263,25,femenino,La Vega,Cibao Sur,urbana,nacional,grado,85271.38,4,80.17,78.57,16.8,64.95,118649.44,0,1,0
RD-002264,33,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,48642.18,1,74.95,64.73,54.2,88.1,1071753.82,1,0,0
RD-002265,19,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,19339.97,4,87.11,54.74,35.4,51.51,247950.32,1,0,1
RD-002266,34,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,155157.51,5,97.05,65.97,34.7,52.41,374333.56,0,0,0
RD-002267,23,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,maestria,21171.38,6,80.77,87.91,61.6,51.42,244117.27,1,0,1
RD-002268,42,femenino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,36915.67,5,90.8,60.64,54.9,72.6,1310448.61,0,0,1
RD-002269,30,femenino,San Pedro de Macoris,Higuamo,rural,internacional,maestria,23847.57,6,77.3,67.44,107.3,74.84,2144757.19,1,0,1
RD-002270,21,femenino,Azua,Valdesia,urbana,nacional,grado,23865.73,5,84.17,83.02,59.5,50.35,268388.53,1,0,1
RD-002271,39,masculino,San Cristobal,Valdesia,urbana,internacional,maestria,32902.93,6,74.7,65.67,85.0,72.5,1969554.12,1,0,1
RD-002272,38,femenino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,59867.11,4,84.09,71.48,67.8,88.68,829446.83,0,0,0
RD-002273,38,masculino,San Pedro de Macoris,Higuamo,urbana,internacional,doctorado,85801.55,5,83.07,78.98,123.2,100.0,791881.47,0,0,1
RD-002274,44,femenino,La Altagracia,Yuma,urbana,internacional,maestria,34118.93,5,88.86,81.39,46.4,81.73,993471.48,1,1,1
RD-002275,26,otro,Azua,Valdesia,urbana,nacional,grado,24207.58,5,98.22,65.43,46.5,99.18,225466.39,0,0,1
RD-002276,29,femenino,Distrito Nacional,Ozama,urbana,internacional,maestria,54899.07,4,80.89,79.69,93.5,78.7,1149986.16,0,0,1
RD-002277,23,masculino,Duarte,Cibao Nordeste,urbana,nacional,grado,55791.68,6,68.0,82.79,45.8,84.21,267119.44,0,0,1
RD-002278,24,masculino,Santo Domingo,Ozama,urbana,nacional,grado,48156.29,2,82.38,62.72,82.4,66.87,339300.03,1,0,1
RD-002279,40,masculino,Azua,Valdesia,urbana,nacional,maestria,49102.09,3,86.39,80.58,165.2,35.17,325006.76,1,0,1
RD-002280,22,femenino,San Cristobal,Valdesia,urbana,internacional,maestria,39659.61,4,85.62,69.4,15.9,60.64,1058206.1,0,0,0
RD-002281,42,masculino,La Vega,Cibao Sur,urbana,internacional,maestria,44532.88,5,82.74,79.49,128.9,90.08,1548641.8,1,0,0
RD-002282,24,femenino,Santo Domingo,Ozama,urbana,nacional,grado,38180.95,4,95.9,86.68,37.9,47.29,191926.19,1,0,1
RD-002283,22,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,76011.05,2,85.09,75.88,120.2,94.45,550000.0,0,1,1
RD-002284,20,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,143724.38,6,83.16,88.96,90.9,49.8,336040.87,0,0,0
RD-002285,18,femenino,Santo Domingo,Ozama,urbana,nacional,grado,46574.54,4,77.78,87.49,87.0,51.21,221796.91,1,0,1
RD-002286,19,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,42040.35,4,70.03,88.89,53.2,64.45,219256.94,0,0,0
RD-002287,33,femenino,Azua,Valdesia,urbana,internacional,doctorado,48568.17,7,86.63,82.84,48.7,77.44,920468.2,0,0,1
RD-002288,35,masculino,La Romana,Yuma,urbana,nacional,maestria,29382.16,4,85.96,91.21,27.5,44.31,353327.74,0,0,1
RD-002289,20,femenino,Santo Domingo,Ozama,rural,nacional,grado,64262.92,2,75.53,82.62,60.3,10.71,242906.14,1,1,0
RD-002290,19,femenino,Santo Domingo,Ozama,rural,nacional,grado,53779.47,7,83.65,57.99,51.7,61.73,222387.22,0,0,0
RD-002291,19,masculino,Barahona,Enriquillo,urbana,nacional,grado,33481.27,3,82.85,68.5,68.6,43.75,245153.89,0,0,1
RD-002292,30,masculino,San Pedro de Macoris,Higuamo,urbana,nacional,maestria,69295.6,7,79.0,75.46,0.0,79.28,252445.57,0,0,1
RD-002293,35,femenino,Monsenor Nouel,Cibao Sur,urbana,internacional,maestria,42635.58,4,77.65,76.95,61.0,93.37,1692648.67,0,0,0
RD-002294,26,femenino,Santiago,Cibao Norte,urbana,nacional,grado,24747.23,2,87.24,82.29,116.8,40.61,353203.06,0,0,1
RD-002295,36,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,51194.25,3,82.19,68.32,102.5,79.46,1840850.14,0,1,0
RD-002296,21,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,48066.75,7,79.27,100.0,61.0,61.34,242180.1,0,0,1
RD-002297,44,femenino,San Pedro de Macoris,Higuamo,rural,internacional,maestria,71555.6,7,77.11,76.77,175.3,83.71,2113587.89,0,0,0
RD-002298,21,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,66659.36,1,82.96,77.91,34.0,74.02,264324.24,0,0,1
RD-002299,20,masculino,Distrito Nacional,Ozama,urbana,nacional,grado,39732.53,7,91.4,69.95,56.1,48.84,176721.02,0,0,1
RD-002300,17,femenino,San Pedro de Macoris,Higuamo,urbana,nacional,grado,32544.13,6,85.65,65.96,0.0,73.22,368837.87,0,0,0
RD-002301,17,masculino,San Juan,El Valle,urbana,nacional,grado,42233.08,5,82.1,76.48,41.8,31.3,382502.14,0,0,1
RD-002302,24,masculino,La Romana,Yuma,urbana,nacional,grado,51524.87,2,86.47,78.33,140.5,25.92,301734.86,0,0,1
RD-002303,41,masculino,La Vega,Cibao Sur,urbana,internacional,doctorado,55053.73,5,94.92,76.96,43.6,84.77,1685596.72,0,0,1
RD-002304,18,femenino,Puerto Plata,Cibao Norte,urbana,nacional,grado,49800.32,3,87.92,97.86,0.0,45.03,189058.7,0,0,0
RD-002305,20,femenino,La Vega,Cibao Sur,rural,nacional,grado,40138.09,1,86.08,76.48,99.2,48.05,214294.57,0,0,0
RD-002306,26,masculino,Santiago,Cibao Norte,urbana,nacional,grado,73002.53,7,89.11,76.97,77.5,36.82,153485.62,0,0,0
RD-002307,26,femenino,Puerto Plata,Cibao Norte,urbana,internacional,maestria,29118.64,5,82.74,87.78,97.4,67.56,891422.51,1,0,1
RD-002308,26,femenino,La Vega,Cibao Sur,rural,nacional,grado,164995.24,1,85.47,75.95,46.6,61.54,255476.41,0,0,0
RD-002309,18,femenino,Monsenor Nouel,Cibao Sur,urbana,nacional,grado,64195.52,3,80.09,84.47,14.7,51.72,283469.93,1,0,0
RD-002310,37,femenino,Peravia,Valdesia,urbana,nacional,maestria,22694.62,6,71.6,62.65,51.7,36.1,355743.06,0,0,0
RD-002311,35,femenino,Monte Cristi,Cibao Noroeste,rural,nacional,maestria,46717.59,4,86.74,62.75,85.0,63.86,231360.74,0,0,1
RD-002312,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,64535.84,4,86.77,79.46,56.7,69.62,204920.85,0,0,1
RD-002313,26,femenino,Santiago,Cibao Norte,urbana,nacional,grado,34816.51,1,81.7,75.22,77.5,50.37,111071.01,0,0,0
RD-002314,21,masculino,Santo Domingo,Ozama,urbana,nacional,grado,18539.72,1,92.29,68.29,35.8,67.05,266447.87,1,0,1
RD-002315,19,femenino,Santiago,Cibao Norte,rural,nacional,grado,23825.57,7,78.23,79.46,79.1,36.97,190455.49,0,0,1
RD-002316,22,masculino,Santo Domingo,Ozama,urbana,nacional,grado,56848.84,7,69.83,80.51,59.9,60.66,213679.95,1,0,1
RD-002317,42,masculino,Santo Domingo,Ozama,urbana,nacional,maestria,16074.04,1,78.42,69.48,28.2,54.43,179765.91,0,0,1
RD-002318,38,masculino,La Romana,Yuma,urbana,internacional,maestria,19012.66,4,71.67,71.77,66.3,76.07,1427752.09,1,0,0
RD-002319,17,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,56684.67,5,86.7,80.6,42.6,82.8,301735.79,0,0,1
RD-002320,24,masculino,Peravia,Valdesia,urbana,nacional,grado,37331.69,7,77.98,65.75,87.8,55.49,228156.75,0,0,1
RD-002321,23,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,28776.68,4,91.88,70.75,99.3,43.14,381961.87,1,0,1
RD-002322,18,femenino,Distrito Nacional,Ozama,urbana,nacional,grado,32141.31,7,91.71,84.41,82.6,52.29,127363.39,0,0,1
RD-002323,35,masculino,Santiago,Cibao Norte,urbana,internacional,maestria,18789.48,1,76.6,77.71,0.0,91.54,1679168.17,1,0,0
RD-002324,39,masculino,Distrito Nacional,Ozama,urbana,nacional,maestria,55074.9,1,77.54,72.27,16.6,34.65,186743.55,0,0,0
RD-002325,27,femenino,Santo Domingo,Ozama,urbana,nacional,maestria,27075.95,4,88.28,67.16,31.4,45.26,228342.57,1,0,1
RD-002326,21,masculino,Barahona,Enriquillo,urbana,nacional,grado,31424.29,2,91.84,65.84,24.2,46.27,280566.63,1,0,1
RD-002327,17,masculino,Santo Domingo,Ozama,urbana,nacional,grado,51058.73,6,67.9,76.42,35.6,39.94,331121.2,0,0,1
RD-002328,24,masculino,Santo Domingo,Ozama,urbana,internacional,maestria,36638.5,3,86.25,100.0,101.6,86.96,1243238.83,1,0,1
RD-002329,22,femenino,Duarte,Cibao Nordeste,urbana,nacional,grado,28636.59,3,66.42,84.79,91.4,40.51,333021.33,1,0,0
RD-002330,26,masculino,Puerto Plata,Cibao Norte,urbana,nacional,grado,14126.52,4,79.61,62.01,40.9,38.02,213863.13,0,0,1
RD-002331,24,femenino,Duarte,Cibao Nordeste,urbana,internacional,maestria,51641.67,7,92.75,86.49,86.6,62.67,1159099.41,0,0,1
